420,2483.501953,-1653.005981,13.208463,84.328437,-1,-1 
420,2329.871582,-1741.161376,13.323736,84.328437,-1,-1 
420,2254.364990,-1801.098144,13.326273,84.328437,-1,-1 
420,2388.764892,-1886.926513,13.240688,84.328437,-1,-1 
420,2483.635986,-1951.712524,13.219112,84.328437,-1,-1 
420,2723.840332,-1959.902343,13.324604,84.328437,-1,-1 
420,2658.837402,-1996.989624,13.334468,84.328437,-1,-1 
420,2808.217041,-1952.149414,12.698991,84.328437,-1,-1 
420,2856.924560,-1624.466674,10.864195,84.328437,-1,-1 
420,2832.851074,-1158.189819,24.754022,84.328437,-1,-1 
420,2633.926757,-1078.427978,69.404174,84.328437,-1,-1 
420,2589.505859,-1262.956054,46.566558,84.328437,-1,-1 
420,2409.596923,-1227.668457,24.021846,86.131431,-1,-1 
420,2391.174316,-1495.886718,23.615110,86.131431,-1,-1 
420,2472.071777,-1555.326049,23.785783,86.131431,-1,-1 
420,2106.699462,-1780.743652,13.168498,86.131431,-1,-1 
420,1895.302246,-1937.495727,13.237833,86.131431,-1,-1 
420,1776.428955,-1922.522705,13.160515,86.131431,-1,-1 
420,1809.573974,-1643.288085,13.318190,86.131431,-1,-1 
420,1703.189575,-1608.932128,13.336149,86.131431,-1,-1 
420,1519.581909,-1679.765136,13.325097,86.131431,-1,-1 
420,1382.003906,-1764.848999,13.327502,86.131431,-1,-1 
420,1578.348144,-1879.483886,13.325613,86.131431,-1,-1 
420,1278.983154,-1826.084106,13.165167,92.596733,-1,-1 
420,946.050415,-1757.029907,13.326869,92.596733,-1,-1 
420,621.353820,-1611.701782,16.277229,92.596733,-1,-1 
420,783.297790,-1348.223876,13.313007,92.596733,-1,-1 
420,1034.215698,-1137.904052,23.435928,92.596733,-1,-1 
420,1170.572265,-1021.655517,33.176738,92.596733,-1,-1 
420,982.508911,-925.861694,41.493122,92.596733,-1,-1 
420,1223.517456,-905.145996,42.677833,92.596733,-1,-1 
420,1463.730468,-902.303283,54.615238,92.596733,-1,-1 
420,2115.341552,-1061.269287,25.458728,92.596733,-1,-1 
420,2207.168457,-1162.442260,25.508306,92.596733,-1,-1 
420,765.630554,-1033.608154,23.799011,92.596733,-1,-1 
420,656.148193,-1276.083984,13.407995,92.596733,-1,-1 
420,363.666412,-1999.574218,7.612667,92.596733,-1,-1 
420,782.904052,-1607.611328,13.161160,353.963134,-1,-1 
420,488.918762,-1546.890747,18.084375,353.963134,-1,-1 
411,1103.475097,-963.040039,42.288429,274.925292,-1,-1 
411,1422.585449,-920.030700,35.773967,274.925292,-1,-1 
411,2158.106445,-1184.229614,23.581453,266.174926,-1,-1 
411,2136.410644,-1486.911132,23.709772,266.174926,-1,-1 
411,1474.701660,-1722.827392,13.273965,266.174926,-1,-1 
431,2119.692138,-1778.936157,13.490321,354.786743,-1,-1 
431,1777.374755,-1925.915893,13.568371,354.786743,-1,-1 
431,1872.270385,-1382.859375,13.634242,354.786743,-1,-1 
431,2148.709960,-1107.129516,25.447824,354.786743,-1,-1 
431,2337.629394,-1361.020385,24.164785,354.786743,-1,-1 
431,2682.514404,-1078.993041,69.305549,354.786743,-1,-1 
431,2768.682128,-1844.896606,9.772948,354.786743,-1,-1 
431,2900.935546,-1161.972045,11.305441,354.786743,-1,-1 
431,2147.557617,-1157.921020,23.934526,354.786743,-1,-1 
431,1656.504394,-1084.408935,23.947172,354.786743,-1,-1 
431,1055.769287,-968.381958,42.834228,354.786743,-1,-1 
431,625.789672,-1374.647338,13.519371,354.786743,-1,-1 
431,823.771118,-1834.195556,12.525902,354.786743,-1,-1 
431,1064.967651,-1743.161254,13.505754,354.786743,-1,-1 
431,1559.501708,-1776.685668,13.590694,354.786743,-1,-1 
431,1556.013183,-2212.998046,13.561227,185.315429,-1,-1 
431,1549.473266,-2213.629150,13.619986,185.315429,-1,-1 
431,1542.767822,-2213.281982,13.603753,185.315429,-1,-1 
431,1536.309936,-2213.368164,13.593813,185.315429,-1,-1 
431,1529.751831,-2211.755859,13.560696,185.315429,-1,-1 
420,1560.321533,-2254.131835,13.325565,271.139770,-1,-1 
420,1560.442382,-2247.514892,13.327699,271.139770,-1,-1 
420,1560.227539,-2241.136718,13.326634,271.139770,-1,-1 
420,1560.567749,-2234.514160,13.325588,271.139770,-1,-1 
541,262.466278,-1221.342041,74.448051,27.418834,-1,-1 
409,249.992141,-1260.477172,69.948837,313.362976,-1,-1 
469,196.447036,-1261.043823,78.347618,76.349296,-1,-1 
494,347.767578,-1197.535766,76.410797,208.324325,-1,-1 
494,285.164123,-1170.863159,80.808570,310.412628,-1,-1 
468,301.998046,-1183.778076,80.582878,328.726623,-1,-1 
520,280.432830,-1191.590576,81.234153,318.069641,-1,-1 
469,261.512176,-1170.075317,79.397499,292.319305,-1,-1 
506,403.765075,-1152.605224,76.967620,153.075897,-1,-1 
522,407.629730,-1153.672851,76.732154,157.734970,-1,-1 
480,474.589813,-1170.441040,64.727439,205.432006,-1,-1 
510,470.958923,-1168.657836,65.716857,203.381851,-1,-1 
522,553.567138,-1163.625732,53.955936,21.886648,-1,-1 
415,568.460937,-1131.857055,50.387870,199.529983,-1,-1 
411,633.557922,-1121.694213,44.983901,228.537231,-1,-1 
477,660.447937,-1063.387573,48.740406,181.529861,-1,-1 
468,662.431396,-1059.254516,48.888511,257.112426,-1,-1 
494,685.411865,-1073.183593,49.480869,66.288932,-1,-1 
555,683.341247,-1026.542968,51.134059,241.787261,-1,-1 
429,726.224548,-992.912963,52.347354,39.716091,-1,-1 
481,725.916503,-995.920349,52.248466,54.052822,-1,-1 
